"wiki/category.txt","LH7rSSG1fEyGWN8ucOmZyVLthkSQXGf68WTD/buhCWE","id:category","title:Category","tags:category,categories,theory,object,objects,arrow,arrows,morphism,morphisms","blerb:"
"wiki/cat.txt","wefX8dphWcbO/38JmzYby+5rNsN8dRNBsaj+AnVfAwc","id:cat","title:Cat","tags:cat,category,categories,functor,functors,natural,transformation,transformations","blerb:"
"wiki/aesthetics.txt","IshVqIgUHyhtCF5eC0AOKf+eoyEWJEgtotJlcr0Hjlk","id:aesthetics","title:Aesthetics","tags:philosophy,art,aesthetic,beauty,pattern,thrownness","blerb:"
"posts/typechecking-svm.txt","ucJE/lKyEB1AU0qnSkcWsCw+ioSIWeakrL1SDzz/mTY","id:typechecking-svm","title:Advanced Typechecking for Stack-Based Languages","date:2024-02-18","tags:sabervm,advanced,type,types,typechecking,checking,check,typecheck,stack,based,stack-based,language,languages","blerb:This post discusses the interesting typechecker of SaberVM, which uses a stack-based bytecode language with a powerful type system."
"posts/type-of-sprintf.txt","vAYS0A4XXJDaOqn+5wKQ6zq0ErbBOmC4WIjEbnhCEpE","id:type-of-sprintf","title:The Type of Sprintf","date:2024-05-14","tags:dependent,type,types,theory,dependently,large,elimination,eliminations,sprintf,agda,printf,format,string,refinement","blerb:Most static type systems wouldn't let you make something like sprintf, whose type is determined by a format string. Dependent types can save the day!"
"posts/simple-programming-languages.txt","zCHoChWAxYO88/vo1viUJW9E88xddCS84yFfrX0LmSM","id:simple-programming-languages","title:Simple Programming Languages","date:2024-03-20","tags:simple,programming,language,languages,simplicity,readability,gleam,go,c,ready-at-hand,ready,at,hand,first-order,first,order,reason,reasoning,iteration,cycle,single,way,static,type,system,obj,heidegger,aesthetic,aesthetics","blerb:Simple programming languages are wonderful to work in. But what is it about them that actually makes them simple? And why do we like that so much?"
"posts/security-crashing-modal-logic.txt","FHAh4yxOpbvQYSDamsIhXzH9AfLc9ZkQNXn2k9v37o0","id:security-crashing-modal-logic","title:Security and Crashing with Modal Logic","date:2023-12-17","tags:security,crash,crashing,modal,logic,monad,monadic,comonad,comonadic,assert,assertion,noninterference,secret,public,possibility,necessity,possibly,necessarily,tech,technology,software,coding,dependency,execution","blerb:Modal logic is a beautiful field of logic that can be applied to computer science in a few ways, one of which we explore in this post. It can elucidate security concepts and how and why to crash software."
"posts/safe-mmm-with-coeffects.txt","Uc6eu5MesODs8Scn0zuJZguf1kjYfvoDMhkyowUoSfQ","id:safe-mmm-with-coeffects","title:Safe Manual Memory Management with Coeffects","date:2024-01-25","tags:safe,safety,manual,memory,management,coeffect,coeffects,sabervm,saber,tech,programming,language,languages,static,analysis","blerb:Using ideas from Crary et al.'s Calculus of Capabilities, I discuss the coeffectful memory management used in SaberVM."
"posts/logic-in-types.txt","5SZAjou4Ct59O2R9oLS8TZ4NL+Fa6j13gNcw0SV3Uyk","id:logic-in-types","title:An Introduction to Proofs with Dependent Types","date:2023-12-03","tags:dependent,type,types,logic,proof,proofs,assistants,intro,introduction","blerb:This post introduces the basic ideas behind dependent-type-based proof assistants, and expressing logic with types and values."
"posts/implicit-products-better-forall.txt","HWa1vVnMjgaa3cTlH0FBvi9U09bGbb1c4J1O9MIvYWU","id:implicit-products-better-forall","title:Implicit Products: A Better Type-Theoretic ""Forall""","date:2023-12-10","tags:implicit,product,products,type,types,dependent,dependently,theory,forall,for all,set,logic,universal,quantifier,quantifiers,lambda,intersection,runtime,erasure,proof,irrelevance,cedille,cdle","blerb:Implicit products are a fascinating approach to universal quantification in dependent type theory, as well as proof irrelevance/erasure in compiler implementation."
"posts/getting-started-category-theory.txt","gWMpo3d2uMgL75U0S/+JSS+kvLH7ewbKiGkZGQDS0OQ","id:getting-started-category-theory","title:Getting Started with Category Theory","date:2024-07-29","tags:intro,introduction,getting,started,category,theory,categories,object,objects,morphism,morphisms,functor,functors,natural,transformation,transformations,product,coproduct,products,coproducts,limit,colimit,limits,colimits,initial,terminal,diagram,diagrams,bifunctor,bifunctors,monoid,monoidal,preorder,universal,construction,cone,cocone,cones,cocones,co-cone,co-cones,beginner,friendly,reference,getting,started","blerb:Category theory is a beautiful and powerful field but it can feel impenetrable without the right entry point. This post hopes to serve as a sort of beginner's guide and reference."
"posts/first-post.txt","HWXHGSKY1d7+3sqr5ICS8qTHOgWBaV84Ha3rjWeyl3A","id:first-post","title:My First Blog Post","date:2023-11-16","tags:first post","blerb:A test post for the blog."
"posts/cricket.txt","nOgjU1fxF1JVQNZYY4gCrvGE4quS5ndDheHoRho+tlc","id:cricket","title:The Cricket Language","date:2024-09-12","tags:programming,language,tech,announce,announcement,cricket,untyped,gradual,gradually,gradually-typed,dynamically,dynamically-typed,dynamic,type,typed,types,object,objects,object-oriented,oriented,immutable","blerb:Cricket is a lazy gradually-typed functional language with objects. It's very tiny but very expressive; anyone can implement it themselves!"
"posts/beginners-guide-pl-academia.txt","yqdvZDP71hy8MkBxX1xO7nBKrBR8oXrVStXoXrHZqWw","id:beginners-guide-pl-academia","title:A Beginner's Guide to Programming Language Academia","date:2024-01-28","tags:beginner,guide,pl,programming,language,languages,academia,paper,papers,academic,list,experience","blerb:This post briefly maps out many different subfields of programming language theory, in an effort to make it more accessible to those outside academia."
"posts/announcing-sabervm.txt","UXRhJGHZ6aIppnRgf7zFjGuyYDnwDuYO8kXo10koCNE","id:announcing-sabervm","title:Announcing the Saber Virtual Machine","date:2024-01-18","tags:announce,announcing,announcement,svm,saber,vm,sabervm,virtual,abstract,machine,exception,exceptions,handling,crash,crashing,microreboot,reboot,region,regions,capability,capabilities,morrisett,language,tech,technology,bytecode,stack,vale,generational","blerb:This post announces SaberVM, an abstract machine for functional programs that guarantees safety, reliability, and portability."
"wiki/monoidal-category.txt","3l+S1Z9LJuzzr05SLSN92acV9lSKnFkbKxt8pXtixAM","id:monoidal-category","title:Monoidal Category","tags:monoid,monoidal,category,categories,string,diagram,diagrams,bicategory,bicategories,2-category,2-categories,bifunctor","blerb:"
"wiki/functor.txt","zNtr+3+1Z95U7QiKHu3jPqz3nNDp0KoHFN/GozKLjAg","id:functor","title:Functor","tags:category,cat,categories,bifunctor,functoriality,bifunctoriality,functors,bifunctors,homomorphism,homomorphisms,structure,preserving,theory","blerb:"
"wiki/exponential-object.txt","zZudpe+jbjQpFFbDBRfz3pB4hXoiVI2w19GnrmRZj18","id:exponential-object","title:Exponential Object","tags:exponential,object,objects,category,categories,arrow,arrows,morphism,morphisms,function,functions,type,types","blerb:"
"wiki/bifunctor.txt","Q2JI3vx34oSLIBk/D82WuorR/5zeMBeqx7rAIpGT6UY","id:bifunctor","title:Bifunctor","tags:category,theory,functor,functors,product,products,functoriality,bifunctoriality,bifunctors,monoid,monoidal","blerb:"
"wiki/product-category.txt","u1V4tyl6hbje4xmqXrkib+pUzpB0g5zQupd0/uHHoYY","id:product-category","title:Product Category","tags:bifunctor,bifunctors,category,theory,monoid,monoidal,product,cat","blerb:"
"wiki/cat.txt","JIgG2VLhvl58EEpZRqO+L/XDLv4/wjQdMGuEfKMd9x4","id:cat","title:Cat","tags:cat,category,categories,functor,functors,natural,transformation,transformations","blerb:"
"wiki/bifunctor.txt","n2HMF/kdNrK5puDAtOSzAg8gYGgDViCjlJOHc1hYdfY","id:bifunctor","title:Bifunctor","tags:category,theory,functor,functors,product,products,functoriality,bifunctoriality,bifunctors,monoid,monoidal","blerb:"
"wiki/large-and-small-categories.txt","VV7brRsk+P7tt1JJV/xcHtbWF0EqS4BvR9rFwOd01ME","id:large-and-small-categories","title:Large and Small Categories","tags:large,small,category,categories,theory,size,level,universe","blerb:"
"wiki/category.txt","TB3bldQGU7FYA2ws3ZIFFm6+kb6ccCYgXxCsruvkJUE","id:category","title:Category","tags:category,categories,theory,object,objects,arrow,arrows,morphism,morphisms","blerb:"
"wiki/cat.txt","13uO9PbfHsyBegH+vBqdkQj2IOPQ8Ej8MYV6lgmzcQk","id:cat","title:Cat","tags:cat,category,categories,functor,functors,natural,transformation,transformations","blerb:"
